username,gender,zip,highest_education
qutB4QQ2tNsSwqhPqzBhpliC83qfRBah,male,8822,missing
1EBmvIahxJbw55WQsl4QluUKSL17ukHp,missing,30078,some college
bhF4eerZt4RfzMFWzglp3JkycEOw5fu8,male,85607,highschool
J9x46mDJuhaQFK6r4iRSzZAYNB4JpeRZ,female,11575,highschool
N0zH1B4SHU6tEUoxzQXCysxSeHURTvEF,male,20011,missing
tMihxLso3qJJt2vQUNT2SznMjAGohiuT,male,28164,some college
qDC94wFqCUS2sPBWcs99XSVq3tIXpxYJ,male,7728,highschool
ef1Xs8JRzrVL9QNB9EYNOS0Ur2QR3vr6,other,13071,no highschool
PFrmBOt3FqVM478pgYAAJf0OmHblhyTk,female,6472,highschool
fMceJzZUspo7g57f24RwQQVvdJO1nohu,missing,75098,highschool
ITdLC8ZdozXcCbYOAeAf2GBP4VXJn9FN,missing,6360,missing
DM5i0mTuFH6dsI31hPzUJk9JcDdDh7Hg,male,39641,no highschool
FbSHedxpIyx1zxNDmX3MtyNonypZQZwK,,48750,no highschool
qqBFyQRysldMj6bxRs1gkTNZPsrToSqq,male,60046,highschool
XBowiQAf5K3NyYfUN2hMX672wv0bwdE9,male,15658,college
57DmCkxeT4CodU6tDrBCDXqGpXQ0D1sF,male,95002,highschool
tB62QZaZpvyUsqASYbuSX999e7EaCnvF,missing,96712,some college
TCMrwUanMGda0OSNc9BMWUDLbksnXQ2Q,missing,1880,some college
nrqhmTevBllzRr8nrNjnpvdMDs7GQKjC,female,29708,highschool
pxDInOdD9zE8dzIUq0AaCbaUJYFXC6nw,male,90042,college
24Q5krMycXS2M6QvQffjSmQjr6HEABDX,,33050,highschool
Me0EOLzonfKcyaaUD5LMjohldRGb6ytS,female,91345,college
eCqdaPVkGgd01XzjkuJZSQgnLySu9cGg,male,84041,some college
dDGy8VrDlAAg6OEq8R2P9VNeH7ED2MAU,,99678,highschool
zCKqIHNXdVms95CjWdV4TwuJMyyj6yzQ,female,28016,highschool
D2GfCnbuT86TYful9fFSzT7T5yZ1f04f,missing,36066,no highschool
57UZTg3vexUzAaOha0QpcpXvjMuGBAxp,missing,31087,college
uSIDu6ucUCrN3lNvMb23VO6LPufsLUP2,male,46143,some college
8GFFa68GX5UEjSLQv3zEN5jgAX1Gtlld,,93004,some college
bg1XriNyg8oOavNT7TZgBWrUgHGsCJ94,male,34110,highschool
eNTPBnsk7hpraPQczbbvKjwzmwdeDdux,male,93306,some college
Z9h5SEHVh1MWbNBNnOXUduD5djAjdPpF,missing,32708,graduate
qvw7CGjuwUhnT5eEMAb2uiaNPpZtTCy8,female,92308,highschool
S56iyzxpzSkAj59SKXeM9BumiRj7bY6c,,63051,highschool
dnl7OTY17jTVZKBUz2oGzV5ZgMtZUzyw,female,98402,highschool
cxiG4d29pDNaUw260M26ota67CdFpUu3,female,98443,graduate
jKIJbnUACCmt26I8b5j8xyRlRtsl7og6,missing,68512,highschool
WyfPBRJcUZPObzb6kaKqp92IWcTFcKZZ,male,33149,missing
gFt7MvCiDihJNj2hGpqjo7zJLylssxWe,male,60137,highschool
5CI4LU8JesBV8YUvqACKlqeDgfSDxZ0m,other,92395,missing
xMGcHaJSzIgQ9cnCSUBBOjJEe6vLOIJ7,,1588,highschool
GY7P8SOmHodmK9WnUb37FPXbrSgzdKNb,male,91762,college
lAYQNzFJNnHqzf3lbh0fDeJA2ik5Jv0S,,17067,college
3fN8vyFWsPjtcS1KsT1kaI4eSkpJsTyv,male,95842,highschool
URDT7UEnATnBeUQYxPwZ1xbRtpHzMsBO,female,37601,highschool
xfVSAJmUsFwMX0mM4lQFC1xlBJimN3Sw,female,60048,college
tHEITUAMz3pwvkAYCtT7v0ncnNZVdzFO,missing,37914,some college
2BqRHqwvVzm8YkVnBN72ct9h2y7xieJm,,33322,missing
wAhM5cXkctIsEsBX5WuQzk8lvW2nMZmq,male,7030,highschool
5mO7C1dFwundVgxmwj0qAHfPbFKc9GyD,male,22407,highschool
BRncVQh98frgK3Jkz2Ar1sHVvujFw36F,missing,60193,highschool
cU8GrdhaRhAqB82AuZWKIL5LDmG7psnJ,missing,82053,no highschool
uoKTE5T5YjIuFpYd6T7OJca437ewpV5r,missing,2324,highschool
emf0EqCqHm9iHhpdt1K4iItZGTaQFMzU,other,60634,graduate
lcv0HLNi1ofamyblUzz7NAu7VzSx62lq,,93906,some college
yjJ1iNhFO6aUkQdyDFXsvnts4X4TBbt1,female,63146,missing
TbS8yL7jJfkmIJO3W2NmtuOCjKRRjHRD,other,37205,highschool
CLY86UJnowEleXMHeHw1j74XWwnPQe4Q,male,55369,highschool
i0Du70gH4Uc7xo1LQEbsCXC6WuH96sOd,male,15217,missing
lBWHzt16Kw5civcvlfzsyLbIMpskhKLb,,29910,some college
fIET0xNMcDIlnjd0AnC9TZEnn5s3AA6i,,43055,highschool
SwHZgUxPjIeMthkMeeVpPfNadNOmRqaT,missing,91352,highschool
mYdiJuyvQQSE4J489nl9NbGaNmN8t5fJ,missing,88001,college
xI2qMeJnp6aq2CKhFmXJQYegY0eBgJqh,female,77302,college
DIsqMpKyicKzCgYJS1lW4lLYPc4VPFWU,missing,90744,no highschool
a8UKs1NxAK1Rc6mTIgzTKX0mHyAKUP88,male,62216,some college
kWBY2KD53mjK2UMWhmo4HB3TIG4iJtfA,female,3225,some college
ZtI7VkDL2OGaTLjYGXUs2OJh9j1CJRBG,missing,12210,some college
gU4bqa9CcHElqdgDzZMjPWBydWomGFe2,,13057,missing
cT4LJPe0XxOcIidQWBVnNsALPzrk3WFu,male,90266,no highschool
xy0m6E8pxaQDO9HLo4QzuFK8wR6jfwoB,,80033,college
M7sg5UG5khSgYmWxYSBzNQ0bDntoXKNN,,60564,some college
yaDIsdSyRrtSKegaC2nGpFVnfGOcgphm,other,37130,some college
RA5dybj9mvf40dgwYF35V0Lve6PrOrRi,female,15202,some college
XbqUEIqoCQiBOSZRF2HHkWz9Oal2XaXM,female,10550,some college
SYityr4vHmJLnVOd9hXU6yqqzcClAysi,,17980,highschool
WKeAaW4dXhHWMOBurGIqyiC2zNFgjYWU,missing,27284,missing
DVOHqEW2vUL1QpZynG6huVjAWwl1vI6M,,43532,graduate
Ikp36J5keI3DkHIva4SrvaSw4zsIXdAa,missing,60515,college
3XLSWWuQkTNG4yvYBFx1APKVWuDYTj8J,male,32208,missing
crqnyaHFaUUnHALoEKwLUpcjEUiEo32v,,34104,highschool
BYGYo4pTiwvahZXjPaUZkUMYyZ72cpV2,male,14468,no highschool
kCpIxmgqcIr7LDiV8CMd5u1iUng7rZ5o,female,7055,missing
LVEIgm9zYo9vJmHazszc6lFGnjyiiE44,male,8850,highschool
LtrAkXev0fqF5cEUAFDNZt02PyjEnRvF,male,44077,some college
XarBLnhwPhERC9Lork4s2tIiSLNqD9KT,missing,60645,missing
J1REDbSvm4HTTvJ16d5RowXGOtDChATL,other,38301,college
vs1gk7hBYuo98Nt1QIHPwTqbu5vsofSk,,55109,some college
anXT8lkW8W9Usa2GPkZCDfKiJhUJfTpE,,20112,highschool
tEHlvc8vIUKpOmZbIu9YstR6ZSLr8zjz,,55119,highschool
Bufs58XzsTyTBFE5iRP5510N3sWnHUjs,female,1527,graduate
GaqZRaDmjqTJL7sJbhIxHxwz67bGCYvi,male,11215,highschool
4w8oU92e7nQMtUE6NXxpRe3qgy0IaBzc,,14437,some college
4vfYv7K7jyRMAXbqr9d4SobwqmYMG1ZR,,16428,highschool
9fKCM48WCwLwvCl1vZ5Sx66ep0GEs87k,,60586,no highschool
hLpv7AWh26FuHnPKVXEkLcJ0H0tVFw6t,,21114,graduate
kI6cheDOBy9s4ZYk6wZ8CKNoQdId12d9,male,78589,college
jWlNpuk3RgFJ6uxeSl6hwCHgpX222gSw,female,19904,some college
nZyLcN4vHeyiwwvW8JQP12ocO8k2uB5o,male,47591,college
glZEJWHLRqDQFY3I2R5yFZw4U6gvwqHW,female,83646,college
e0kjloG1fMliq40iZXmwAh4YCs8xcar5,male,10009,missing
2cQfUbsh8QSVCWrbPA76CJXfdm1RKtz2,,28806,college
2MXxsFodtPZQZbyoni7CUTGVtJgR6nz8,,32550,missing
ilutVwa8XfdA7VZvcPBmVMAPbrppMNEb,,8094,graduate
cxmD5n6LDACjvuY8YvfXaGJ22S8l6lkc,missing,45014,some college
9klPtfwTNndv7zlRqMtOgdZXQl6MFFK7,male,99037,some college
zthqZyGhcBcC0uJEsNmKCmkYps4ljdaO,male,6118,highschool
9Ek381XN81EvQmuDCt6Og1PJFhlzFf6C,missing,78245,missing
ULJNRFEo7P6hHFxkpk0m23FtqXDld9Of,female,92336,missing
ojsBHBCepkcewfQq4L273MSzYpYWvfvT,female,98372,college
x92x0zdhLk0eU3dWKgfZ6By73222EXNF,other,94070,no highschool
ZZowuz4uVcnPKwLl2HwtR5fDkL6SykXx,male,70115,no highschool
NlxRp62dwU9le6CROVnYM4uzM4KrCAjY,missing,44077,highschool
dk718K6BVaOD5xX35QQiewXYMyTbnK38,missing,8736,highschool
pzCTwt0ZOXglZvlGS3lVvI03ZM6KLXP8,female,32976,some college
0mPVeF6b6za7neuhHGqayZT4gJobuwUQ,female,93004,highschool
OTPw0zdD8m966jZ6fajzW0qZ46Sqk0AF,missing,76148,missing
lvcfwg5xu40SCJNanQ0x3P780n9BnCrh,female,53066,some college
brDbzPDPnDUEqbFzepBlpPq3AFP9JA75,male,94560,some college
CLnxWdrXfHcQbh2wYX7hvr8ePMiTxXWb,male,61820,no highschool
zLcx9LEp5LtFnhXfb64mGd0Hswty7GZd,male,11427,highschool
RtnpGLXPsz9Il4GBFKl0Tu2WVdMx0dvn,,68947,highschool
cQz5xpBdLoNzK6Z6sKEbIZ9QkXv5KLqZ,male,28207,some college
KLH8dRWWgYNKMF5ROIIYfsYu0qkUvuBQ,,34287,some college
F2BOdY49NO3IzWkb43hwp3i0zHcj0VQ8,male,21236,college
XlPmtoobhO6n5Yib7BzYfudqfqBETSZ4,missing,48837,some college
VXUL2D2B3IcKTOpoWNo8ezaQUFOPBcNk,female,91401,some college
pSLCBVeFbueuFxCJdyelYe5DYwVKbsnk,male,60477,no highschool
xLsstPG4sh6BOKWjwGwQnQICDDoIsKTd,missing,16335,missing
MglfA2K4mPA5ngvI7HWQBYjYFru10vBO,,45628,missing
NloEiUsLkMEnCfa9crbXWCQWfbLfYaYJ,male,77546,missing
2IlOpdUgsPu5FVltj0flScFk4CeI7uHm,female,29229,highschool
YzZMTs4KkpsX8VwyK1yhGco0FmDOFnjZ,female,60409,some college
2Sqbu92lrAmnO0Yxku0foUtFGO6e2R9s,,42223,some college
FN4Q8gUJQiuKtRiPQS3gBMUWwSnDptW4,missing,37122,college
j6j4FSCwiwqQXzEZJqluv2QvpitGuWOQ,,59864,highschool
kuZwBvEdgeUtKZ495C2FptBbxEtLtmVH,,48076,highschool
63Db6MmSSzNm8iVRsQeOLkK2XhPlKTib,female,17870,no highschool
RkVn1mB0teIBeS9ZQ82q0neWfWKUs9q7,male,43078,graduate
862wHSlYWF2R3J4e98eZvUosiJAYVHif,,72227,highschool
oKz0rKWQtHW8DkPwxTgdemWb21NvE4BO,missing,84110,highschool
dqcX0OjTkTaHlc8tqIzvM5g6YMEUMdkh,male,18104,college
9Zk8SoA9HHXiIf1DkPLEkG6RlHRl1ciY,female,53212,no highschool
SOPnhc558VrTg8L4FJivnQDw81e4SGoT,,33460,some college
MwdKlhOc9OCBjr4GsQbEEwa9uB7OnJQT,,8802,no highschool
bzKtHOPFUaea15sNycgmBf8B2nTVyZo6,,43106,college
LCsT2BmWZL8NijGMKuUB5SKNPyViLCwp,other,80906,graduate
szZE2EsZ7W8Yo1ksZjFGttHDU15d5WWy,,40503,highschool
8L9fVvHc7V99EN9pDNrQxue6z85cgIgI,male,67215,college
QUuQcDRwJDAxXzNxL7jcNgUM0jp85ain,,63122,missing
sfTw5mexNfaOF3R7RoI0SSG0nVUFhfvJ,missing,87401,some college
R31xuWG2WIcg7UurtGcD2HSlFHOzOAAM,male,44122,highschool
pNxzaJ7czZs2paRXphWc0CFfqptKuUuk,female,34233,no highschool
4QTkmOvjYiMF6c5CjoSPSA02khWNbtsL,female,31001,highschool
ETJ7sztJngxme1KGApBvfqniCsPLoOkk,female,60153,some college
guln922agcMeSaFMxmfcvB07xlXRN7cZ,other,33604,college
2ecGZIQmDj0YCE5pMaomlxLQ5YcMkD3P,female,19013,highschool
g2a0Z29rl1UnmnhjhBlAGjfFTeSWaNZb,,78076,missing
Z8E1fWEz0b5y6BD6dlIVX2UJWlqxRpHR,male,75025,no highschool
rV4l6qp3Se1ZaiHUzBIC5Gfoy5gz6nEZ,male,60506,missing
PE4fdR4i71c1lDIUBIUyFtu93AGQDYtv,female,34758,some college
4moZsX66K72QjGT5GqDqJCMPu4Ct97bi,male,77029,some college
GuXg5t1KOGV3M6CZF2IvtkvJXCDk9jtc,female,37204,no highschool
VQNtFu7nnxA7MVPh3t7rQNOkV5iWpJIk,male,44147,highschool
Ilz61Gyt2aoDgs4c8y5oI0IleGbXx45m,female,89115,college
HCzorwbAMtlETDQAngHTT6q8nVga94pm,,75217,missing
tLopTDeUShprCRgfwS3p7Zbir4u3Yxe8,male,10003,graduate
rWqKvaKYZ972EA7bXRC1Tpjabckr7Fgo,male,77351,highschool
dk6vGWVyz3fnk6evzP90kIZnDO2k3eed,missing,92329,highschool
TldFKIBOCwaUWZkv8geqqO2kCXoWqpzq,,11580,missing
5olZBiEN7fREGvXjZsAPA34LD7TNv2Om,missing,26261,highschool
IlerbCPm3jJvFzsUmh4tOiEC0baPx0zw,female,2382,missing
J9PvLsE8q9qdeCWfkAsIxhmCect3S8ly,,6112,graduate
RwzD8d0pDe377kQKT6E0Ai7bAqbONvY4,male,29484,some college
UBr9xj84WMec3i97VFTrKVpkYI6xu10E,missing,97124,missing
j0sbHUaH7eSSaUrz1PBWCTLSqruRdj7N,,90808,college
dgFOOUSNfQK8xIrT47Av0Q04bBFeE21W,,97378,some college
TrrLeSGbjOK3szupk5Bxq1KXuDNAsaBR,missing,34448,some college
dAqrHPlMsXnPrglFnOZUeJrfWBb2qFZV,male,92657,highschool
aSlIMkfly6xTMJCGTWDQcnFZjajcWM6y,female,33908,college
H5XDLEjPVO5GyYRwYkINM9ORsYQG2YvW,missing,92584,highschool
EHLkORlO5Ko2X9MmYMhkPoIKkH1dO222,,70068,no highschool
XGiXK0tbneDlArbNNTMSAdB0dlmDCbAa,,11210,no highschool
1cMpA6zMPA0affI3yASPkTig9lUEcx1e,male,89129,some college
9sHLRGlJ5f211MpTkyUuCbum77OUb0vG,other,6880,no highschool
FfCXJiZNMOCrWOHKZfwbDLqOOeY6osbP,missing,85254,graduate
7Xq01ZEcLJ8EiJEfAlByyafLSPE4vuef,,85043,highschool
pg6dNcT7XD6y7ZZgUgbDLgNz6s04xyRX,,38701,no highschool
R3LdCHGJ0oYuX8fUQhI8dRkzUs6gLWrE,female,97042,no highschool
AoOHfZCeKt84mKrcW3sHhT82diInHkVv,missing,89121,no highschool
uVRL07YIihZvDhQqaRtMra37Qtev2a7x,male,8861,highschool
u4OHlsfjcWj2B03D1NVpDgW1y4okBPpz,,77046,college
IqEA8wmgTApw3NjQCPN7BQTTCmCjmlQ9,,91016,graduate
vsDIa2pTzMsANsuFnkRlfs0CNdNFRShO,female,11767,college
w7jQGahDDdd5m1RsYG1Z5tP93WLR7WFy,,18020,highschool
6jeNCErtwORczXzfWWsXFNyJvJubeL0p,,11207,college
oJ6Fps00JrxQQBgMshwwFpI2IFRXOlbj,other,7410,missing
q0zXuf7HwOwRwlJrfSWDuacnjYdcXsjV,male,7111,highschool
okyhSY9ZAXdMZ3Yf4khsl8UjVERMlWVV,other,60503,highschool
pIS4UKIj8tO7oKUSCgBM2geWyqwan5kq,,23112,no highschool
kjrJbHri2dhD9BduhqLwj0qNbqxkh9F5,male,98032,no highschool
cO4fERzyGK7ucakXzRJz1ZsPGy6Nqf8x,missing,96792,highschool
mGpkYqUS1i3FyUkD4HhpmDdkWQv0DobK,other,11796,highschool
5NRnaGcpNIGEuH61FLOcxB7Rjs6WPiNk,,92651,no highschool
gnDGjS7KmDkjYE8QuMSS8QSW2uwA8L2y,male,48879,missing
NLs9NlfLqpfYaVrqWJxbQNTLGvpZPQGF,missing,10011,college
J1Mi0BeuXXSm8EJib8dQ7OZI8zfshRmB,,63060,highschool
4kV6XUaxxj2MgIZ1hV6rQpPujciZ1eQR,female,90201,no highschool
C3IAtr3DP6X43hGuQp5cpcBsS3W9ZHlR,,21740,some college
3QCh1CQ5XZwc9UQ2BR7kLYX3EAz7oMbj,female,18042,highschool
Msyfo4YzzNmOxu4f9oy1EeM9li54r1Zs,female,13215,college
cObvDFzsuzHZGcIOJ2BeyqodBl1PdggP,male,95156,some college
Zl3TKqGZPltwVBI3Ei8nbBGzAhgOgUpb,,75002,no highschool
bxOhaP0MOsmaV0pU57bGu6iZBEZu6lIm,,37938,highschool
bI4aVRYYAE7bCM9JfIhQXY2hyDqZ8sun,,92337,some college
dp4Vm4UvRuAzQqW0eKZIGAaSsXDXXlD1,,53218,highschool
I3zeiZwh8eYfSZaysRH7NnFRktcVit41,missing,2563,some college
uyV5v8i6DnVDO3WtU4s2nn4PGzjM1DJi,female,98225,no highschool
RJD9V3FfacJhOnPr05AbwpPdpNoGucus,missing,95472,highschool
PCdtFg5aq768xRAGHCfQQy2MLmWOvvld,,35563,college
gwMGLefIkda1B2Oyst05G39hVE16Gsz7,,40272,highschool
Ei3c2hqo9KkGhrTsh0pMPLmhpqSfM9Hw,male,60453,some college
ES4n41HdZ3mzmajBMbCDY4C23oBD6LSY,male,90717,highschool
gm4Ih4u4ToVadPu41ZcJIrdERjzvnaqL,,88210,graduate
rdAFbMqhwuv0ywMNDwOh9NeWoSRESJsI,missing,11779,graduate
SS7lwuET0WM009x4HipHcngnzdIs2iHR,missing,95630,some college
yZzr62e3ZR3U5gTfchZimjOKNbptnzui,female,37343,highschool
EY7xwIl1p5DJj4yS0MlCxVM2knZPxhIf,,55107,college
j8vQBepjKMlh4tjkZefoCNI7tigVvraY,male,24630,highschool
i98HT4CPxo6tCpzl5bCk4nEWebVrzyGZ,,77535,college
2kCVC7ZlnshSuSHKsCnOEbfGm20bMBAv,,10456,college
4ds6vQqDCVcmEotthN6Q0v3uUaoPaEb4,male,29483,some college
fU4x0BItJsRmQ63p6EjkM1LZ721R4tOm,female,74012,graduate
JgE8wRrfZ4HSddoRx6TMh3cDtjIh7IAM,female,84601,highschool
xtr2p7cV4J0YeA4pBBsp7DiYkOmdMS2k,male,33401,some college
q5KmELjTn92EZ1nShxfrkmhb9Va4MbQb,,19111,college
BMYiURywR2zqNBRmjMhM0W79aEABX6Ld,,94070,missing
I08l06wIMOwTfmwyEZqL37rvqSOcmnwg,male,54208,graduate
zdEXJHQggkabIxaWGdi1t42rT01qgWrN,other,68132,no highschool
osRDAcCAd45utdgmq4pkwlsU7g3nJpqb,male,80443,no highschool
UXFOk6MsncC8dxXiig59SZaYa9i9LsT4,other,28104,some college
LB84g1eLwANjMwVRQdmMc3SpY2nDVFif,,73034,no highschool
0wAaH3spmfr46oHxuioTyV5G7CPL0ZMQ,female,34202,some college
hWWjbjEJOX0Ph07p1EJp8Ya48hU8wP5v,female,76123,no highschool
3g6MLGNsg0IcL4yzGgVsDiPKFiFXcfRK,,75217,no highschool
FizAwUFaB4JfdzcGjIhtX1zaL6QJYP8j,missing,76522,graduate
qmiNvBvBVayyfYSGvn9Ww6fyfbmmg8Ju,other,21061,some college
BMzdtRq4jFCbcZn2YgqIrxxJku0U75Jw,missing,14450,some college
RPs2tKrisA27ObcW2SBs1xNMfhflcdme,male,30339,highschool
ANGPkqBejn3faj6KlS1vRWpMG1uR4DOb,missing,8609,missing
f9HO3zFcoEui1TMkP7NrBTxGmOSqcvIA,male,19943,some college
GVs2E5YAjV153ii4Cr4c1Mpw9aEjbPTt,male,70070,highschool
TMDOAcv0leu3l91FzZMP6oUbEdkeycUr,,48418,college
Uj0YzcfvBcWRuM5ooqhtOKSU0RtOgHEO,female,37072,college
n7yQ1FvfAXqDnBpszfIUjZkrvw3J2aJC,female,37357,no highschool
S6pyc72qK2lqlFxsAUiWhEvowKWj4Fmg,male,92886,highschool
0BqPFTlFMo4PnhVEye1xgzUyIXon1RWv,male,1606,highschool
N5milPkmFV130ulgDAQg3gte1RwZ16aB,missing,91765,highschool
1Svl0q6YLpsdUy8igsS7NLhy66URAADa,female,17013,highschool
5CZnwYXLj5WDumznuEayOPUV8JJ5GoZH,female,73703,some college
i7sj9IzHRotx0QDgHjapl5rCwKNdcfo1,,78550,some college
84Vq27rxsidbGJFxLO0cd5e2CSiXRChu,female,94582,some college
YwKDK1ccINWo8T6xMZ98PZxElqQg4VW3,,48464,some college
yHeEmZzeeE0Jtv5XSagaMOxw0krU0Y7r,,74017,college
wHJOlYB3FRB7Dezq3ZFU4rtQvOW4fSLc,female,29812,college
n6BphJhAHOGzVmyCEt3aewV8nmcl7E7b,female,60901,missing
y54y8CM24702oj0zCZuGm1dHvvDKyIdm,female,48166,college
AN4HmcutTb9ny7T8ABd8AMRexI72L33r,other,61108,some college
fPUqeN9JoItGWcb6BoMsgUgcZgge6Tl0,female,46947,highschool
qTYS7q0e7vxQpIy88GR1CGzX6CWbWBLw,missing,75042,graduate
vKg7m5YebaxRd5kf6WsIAhVoxmBX8DKD,female,94928,college
FjCoFAGsgksMebvS82l923gQFCiAX4Lf,other,29631,graduate
MoLGvW075N0R8zpCS1Ayg1Q4yOCSfQxG,male,44709,some college
ldckbcGV67YBoSN68pz7hDadzOTSpXE4,male,60534,highschool
yCjqcSFIC6vznboQhmiTPGrWEnIZqgST,female,39212,graduate
EvHZS0sjEitRajtfwAGhuH9VCwSvpCJr,,11558,highschool
kOUbZbVS3Tp5fnMvFRgXRDdwa2qwOZPQ,other,14127,some college
y13HRg74MnuaExsrKawF7Pl4MapdvJc5,other,93313,some college
zL2rRdpAu1vojXmocpJF4Iz3Cgucfy5t,female,91311,some college
C992J8kLzOwsQupMZtRPDcnnvCXvoDKc,missing,8016,highschool
8YfWjeFWU8iGKk8MuLhoJFcLIAgSPFnC,,11368,highschool
hbUthRcRktel8CTk5FJE2GFw0tsGaPJX,other,7626,missing
4R8cjmGXnx8F1dFD5UPDPTI5U03hvnfJ,,1907,college
N0niUl4lYooezV9m6Sjm3DiqOcOqlm5s,female,94122,highschool
VAmYvnxPfQwlqxWk9l4t8qR4RjjzY0QP,male,44641,college
bkigjmuTzhtaKHxH3zAv0poja8wKDajC,,76537,graduate
VsOc7LofXdwwVmICgpVVycvv0BQ41l3j,male,94521,college
wWiHsauiwhnu2tVoSE3P8C5JcaxBrxbU,missing,33158,college
EIpkB0c46fQRf924Hrf1SRiPLyg6N4rm,,72212,college
36p3hay3LGBa9deMjX5PKpUYQodetp53,female,5001,missing
aTp4aiphj0bxX2UfAKTctcmDd1aX7QYq,female,52601,college
k7IPrBzgJU5iRQdSAeVlAKB5xvpX40Rl,,94611,college
84QgwH4fRHpOZuWWwevb09xnT5xxkfU3,,74346,no highschool
6ho7MlEvgeW3pSOqejuYu5A9OqcAVBYE,,21206,highschool
A0oTkC9JHkqdMwUTU7rQTAbmv2QKRYFg,male,77498,no highschool
nBF4tD1vFpwiYJCOxnzt1rMBPoer677d,missing,94568,highschool
X6JuPTwOIObaCVQqLOFb62q9oGCZuDzH,male,94019,some college
qYe0GJ7eWDJimK5fevoZWNu8P7ueyGZV,male,95425,graduate
pz35t3bnlpRjM1PSGqZEqulb1FzvSndn,,11212,college
qFl9DpNoNvUfW8NyCCdZDZJCD11Metrz,missing,78577,no highschool
vlHmtLHxbw7S6zxC5oHlY3I9JCi1BY6K,missing,27893,no highschool
119GomlVfnyl1ibUCCha6Ilq30LFvoSg,other,7081,college
xJsrLzaca3rMDyhJKKJNT4odBQVrsORK,,75789,highschool
wYadoKnQ5i5VW3WK4pNE0t8xwLFQ7I8n,male,20850,highschool
3uU9hzp6POZeWb9TkpjJweQiyjZgKmLY,female,43080,highschool
ayDtFlWWi1Folt14BMeLHrBexCnYkK5s,male,72937,missing
9SvMGxW57eiqJLJNTYMzeCJQnJdK158Q,female,44124,some college
n1JdH8HPXOUoCHQIEd4YCo0nlAshsKdG,,95818,college
blaKT90TeOTAa2RsAkTxWQqeLxEi93Qu,other,49237,highschool
o5C13ZWWgtJ11zB44EfcDF5SUBXAMxu8,,71033,missing
EkfyvYhwMCkwswHefAzGHxkMt5f7V7sZ,missing,27870,college
Qzx82lF7wmkSSNrKo1HugRgKiOG4NIFy,,94002,highschool
ogwNlJDyZ0UofJZa82du5iQfwtTGlIKs,missing,94566,missing
09uCWlc89O62o4DB0eRgB7eeKffMld5p,male,1109,college
wduFYucHXvs7UhvOz0NEAXhESMci319U,female,17404,graduate
JlalKYLBoG9jSzF1DAHATfIEypTovr3o,male,93720,graduate
Q3CFFFFeztddQPg34HzeWJOUWopSHXqI,other,89121,some college
z3Tx3Twwr26DEiABIcOuSlq8pwfIqUhV,missing,40033,highschool
YRq7GtrEmypHPPslShX358VzN6kboBP6,,72112,highschool
MMNTMDxRtmNnKSbrX4S7zNRedSMH9Pzb,missing,2919,some college
nz704tMNuBcgvkxkruhgSzP7htrReWBk,other,22192,highschool
z1G7LpYxsjwTZY4hppMJzutv7SFcW56t,male,48236,graduate
fV9CufFAr7pj3HIkRQXG0Fej9b47AGLW,,34110,highschool
qzv4chgHu4Snj6GZ4FIiG8o6RMQjNxb9,,44107,some college
lgFUxjUZYRX8S9WZ6aGYAkVhAQA9Z7e1,female,32405,highschool
RtA6SXqICaOyVxQIXwSm7K15xQU6gao3,male,47017,highschool
ilj4ld2HNQIkj8SntAbE1EBZiHF30zzY,female,80202,highschool
I9H21zjdrPAldVygTqF15v4FlIKYV9W1,,37130,highschool
lUB0GfRs9vYQHbAzGrPZcrSr0nm3WYFF,,5676,college
Ywa3CoCRvYFskTMBH1zQHBLyzuQWtUYW,,72941,college
4TvXiLQVsUU0sQ96NFZAreKy5tMXycWg,,49065,highschool
uBWT9p90Ea0JVvR5wbRV9EQLPt0ehYR1,other,60202,missing
9mGPBIj9G225kGQB8KmppMPhy7QNmNKj,male,91411,highschool
ufihhJVbBdukncn8Uh9yqDhHQEz3hyFM,,11214,highschool
2J9ow0ySoqxa4SXmDgXVCcWceGNETkfF,other,30087,some college
sXOksejUQWImQopuijYkfabJkp8BDcPm,male,95116,highschool
CoR4GSkh8XL90hvoWCPPEYiv8I3i4fcv,female,46205,some college
FbLnPRUJ3cO7BepRzJ4PsDHt79T7vpl0,,84663,missing
bsalGAvHbAyi2zQkMdMuno7PqVBrE5qV,female,84119,highschool
EiOv6PdR1oRWRD5FqjxaJuWEQzBoyagk,female,2852,some college
YEYkPWHcftKd8bKe1Q9b21lzhv1SChRM,female,10461,college
PmZ9302pEYLJcFUfh0v1KltCXkLphPHf,female,97132,missing
199729miTrwCpkGB3n7gMxq2GuIF6iXo,female,17102,college
lWK7jWTJfct1ucL6Xoo3tSMj1piKsVGZ,male,95210,highschool
eQrs2NtDeh6VBbnj9EZRIhOS2E3n8VVW,male,86339,some college
Ue5cow6t4KF20pqucY8OJ5GlmvhnVJez,female,44813,some college
iiOxy6ZHzLGvKGuYRdh7FVWh0KnEKqfO,other,29680,college
MrZt24U8nbuIX2mCMw4lqKt5FUFOZURE,missing,27514,missing
llgTzZEu4ajvgGhJs6YiwH6lL4leoTX1,missing,21117,highschool
F8NourXmuPtch9jRX8wdUzHLenRNVyCk,,13155,highschool
2ADes1BsS3uoDLcI2vdDso6kk18X3lX2,,92227,missing
c1bVgb10Vr67HtBsOhiSxY1LR4Q2yb5x,,19454,college
